Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR036888	DNA integrity scanning protein, DisA, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1700.10,SSF143597	
IPR036895	Uracil-DNA glycosylase-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.470.10,SSF52141	
IPR036977	DNA Primase, CHC2-type zinc finger	interpro	homologous_superfamily		G3DSA:3.90.580.10	GO:0003677,GO:0008270,GO:0006260
IPR036995	Methylpurine-DNA glycosylase superfamily	interpro	homologous_superfamily		G3DSA:3.10.300.10	GO:0003677,GO:0003905,GO:0006284
IPR037000	Ski-like, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.260.20	
IPR037007	Epstein Barr virus nuclear antigen-1, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.390	GO:0003677,GO:0042025
IPR037033	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.270.10	GO:0003677,GO:0003899,GO:0006351
IPR037046	DNA-3-methyladenine glycosylase AlkA, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.310.20	
IPR037057	DNA mismatch repair MutH/Type II restriction endonuclease superfamily	interpro	homologous_superfamily		G3DSA:3.40.600.10	GO:0003677,GO:0004519
IPR037059	Rel homology domain (RHD), DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.340	GO:0003677,GO:0003700,GO:0006355
IPR037068	DNA primase, catalytic core, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.980.10	
IPR037095	RBP-J/Cbf11, DNA binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1450	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR037141	NDT80 DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1390	GO:0003700
IPR037146	Colicin/pyocin, DNase domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.540.10	GO:0004519
IPR037159	DNA-directed RNA polymerase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1320.10	
IPR037160	DNA polymerase, thumb domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.210.10	
IPR037187	DksA, N-terminal domain superfamily	interpro	homologous_superfamily		SSF109635	
IPR037211	Bacteriophage DNA replication protein Gp16.7 superfamily	interpro	homologous_superfamily		SSF140713,G3DSA:1.10.8.600	GO:0039693
IPR037216	DNA terminal protein Gp3 superfamily	interpro	homologous_superfamily		SSF140919	
IPR037392	YfmP, Helix-Turn-Helix DNA binding domain	interpro	domain		cd04774	GO:0003677,GO:0006355
IPR037489	DNA repair RAD52-like protein	interpro	family		PTHR34050	GO:0003677,GO:0000724
IPR037540	DNA-binding protein, Adenovirus	interpro	family		MF_04054	GO:0003677,GO:0006268
IPR037706	DNA-dependent protein kinase catalytic subunit, catalytic domain	interpro	domain		cd05172	GO:0004677,GO:0006281
IPR038087	DNA-directed RNA polymerase subunit delta, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1250	
IPR038090	DNA replication factor Cdt1, C-terminal WH domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1420	
IPR038109	DNA-binding recombinase domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.1750.20	
IPR038173	Transcription factor COE, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.3180	GO:0003677
IPR038223	DNA-mimic protein DMP12 superfamily	interpro	homologous_superfamily		G3DSA:3.40.1760.20	
IPR038245	MogR, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.1030	
IPR038249	DNA polymerase III, tau subunit, domain V superfamily	interpro	homologous_superfamily		G3DSA:3.30.300.150	
IPR038254	DNA/RNA-binding protein KIN17, WH-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.2030	
IPR038256	DNA polymerase alpha, zinc finger domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.3200.20	
IPR038341	DNA helicase UvsW superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.210	
IPR038381	DNA replication regulator HobA superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.11670	
IPR038435	Probable DNA packing protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.320	
IPR038454	DnaA, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.300.180	
IPR038472	DNA sulphur modification protein DndE superfamily	interpro	homologous_superfamily		G3DSA:1.10.1220.160	
IPR038488	Integrase, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.390	
IPR038691	DNA-entry nuclease inhibitor, ComJ superfamily	interpro	homologous_superfamily		G3DSA:2.60.34.30	
IPR038713	Terminase small subunit, N-terminal DNA-binding domain, HTH motif superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1400	
IPR038722	Ner, winged helix-turn-helix DNA-binding domain	interpro	domain		PF13693	
IPR038733	Predicted DNA-binding protein, ribbon-helix-helix domain	interpro	domain		PF12651	
IPR038846	DNA-directed RNA polymerase III subunit RPC9	interpro	family		PTHR15561	GO:0006384,GO:0005666
IPR038859	DNA-binding protein RHL1	interpro	family		PTHR35698	GO:0003677,GO:0042023
IPR038973	DNA mismatch repair protein MutL/Mlh/Pms-like	interpro	family		PTHR10073	GO:0016887,GO:0140664,GO:0006298,GO:0032300
IPR039000	ATP-dependent DNA helicase DinG	interpro	family		MF_02205	GO:0003678
IPR039134	Single-strand selective monofunctional uracil DNA glycosylase	interpro	family		cd19374,PTHR13235	GO:0017065,GO:0006284
IPR039304	Dynein assembly factor 3, axonemal	interpro	family		PTHR22118	GO:0070286
IPR039321	Increased DNA methylation 2/3-like	interpro	family		PTHR34661	
IPR039459	RepB-like DNA primase domain	interpro	domain		PF16793	
IPR039673	DNA-binding protein SATB1/SATB2	interpro	family		PTHR15116	GO:0003677,GO:0006338
IPR039729	DNA fragmentation factor 40	interpro	family		PTHR13067	GO:0004520,GO:0006309
IPR039747	DNA-directed RNA polymerases I, II, and III subunit RPABC4	interpro	family		PTHR12056	GO:0003899,GO:0008270
IPR039748	DNA-directed RNA polymerase III subunit RPC3	interpro	family		PTHR12949	GO:0003697,GO:0005666
IPR039779	RFX-like DNA-binding protein	interpro	family		PTHR12619	GO:0003700
IPR039920	DNA repair/transcription protein MET18/MMS19	interpro	family		PTHR12891	GO:0097428
IPR040203	DNA replication regulator Sld2	interpro	family		PTHR28124	GO:0006270
IPR040263	PWWP domain-containing DNA repair factor 3A/3B/4	interpro	family		PTHR31333	
IPR040402	DNA-directed RNA polymerase IV/V subunit 1, C-terminal	interpro	domain		cd02737	
IPR040403	DNA-directed RNA polymerase IV/V subunit 1, N-terminal	interpro	domain		cd10506	
IPR040480	DnaT, DNA-binding domain	interpro	domain		PF17948	
IPR040494	DNA topoisomerase VI, subunit B, C-terminal	interpro	domain		PF18000	
IPR040498	PriA DNA helicase, Cys-rich region (CRR) domain	interpro	domain		PF18319	
IPR040586	PheRS DNA binding domain 2	interpro	domain		PF18554	
IPR040663	DNA polymerase delta subunit, OB-fold domain	interpro	domain		PF18018	
IPR040684	5-hmdU DNA kinase, helical domain	interpro	domain		PF18723	
IPR040699	DNA 3'-5' translocase XPB, damage recognition domain	interpro	domain		PF18458	
IPR040724	PheRS, DNA binding domain 1	interpro	domain		PF18552	
IPR040725	PheRS, DNA binding domain 3	interpro	domain		PF18553	
IPR040731	Metal-independent restriction enzyme BfiI, DNA binding domain	interpro	domain		PF18243	
IPR040741	Amino acid:DNA transferase	interpro	domain		PF18724	
IPR040743	DNA methylase N-terminal domain	interpro	domain		PF18284	
IPR040752	DNA mismatch repair protein HSM3, C-terminal domain	interpro	domain		PF18794	
IPR040905	DNA-Binding protein G5P, Pseudomonas	interpro	family		PF17878	
IPR040924	5-hmdU DNA kinase	interpro	family		PF18748	
IPR040940	DNA polymerase nu, pseudo-exo domain	interpro	domain		PF18049	
IPR040982	DNA polymerase III alpha subunit finger domain	interpro	domain		PF17657	
IPR041005	DNA polymerase II intein domain IV	interpro	domain		PF18714	
IPR041021	5-hmdU DNA kinase 2	interpro	family		PF18747	
IPR041104	DNA processing protein A, sterile alpha motif domain	interpro	domain		PF18255	
IPR041105	TAR DNA-binding protein 43, N-terminal	interpro	domain		PF18694,cd19609	
IPR041150	Chromodomain helicase DNA-binding domain	interpro	domain		PF18196	
IPR041222	Primosomal protein N', 3' DNA-binding domain	interpro	domain		PF17764	GO:0003677
IPR041241	Thymine dioxygenase JBP1, DNA-binding domain	interpro	domain		PF18526	
IPR041297	DNA repair protein Crb2, Tudor domain	interpro	domain		PF18115	
IPR041298	DNA polymerase eta, ubiquitin-binding zinc finger	interpro	domain		PS51907,PF18439	
IPR041335	DNA mismatch repair protein HSM3, N-terminal domain	interpro	domain		PF18795	
IPR041336	DNA mitochondrial polymerase, exonuclease domain	interpro	domain		PF18136	
IPR041423	DNA gyrase subunit B insert domain	interpro	domain		PF18053	
IPR041451	ATP-dependent RecD2 DNA helicase, SH3 domain	interpro	domain		PF18335	
IPR041511	Putative DNA-binding domain	interpro	domain		PF18430	
IPR041552	UvrA DNA-binding domain	interpro	domain		PF17755	
IPR041559	DNA ligase, ATP-dependent, bacteriophage T7-type, C-terminal	interpro	domain		PF17879	GO:0003690
IPR041580	Telomerase reverse transcriptase, thumb DNA-binding domain	interpro	domain		PF17984	
IPR041589	Dynein heavy chain 3, AAA+ lid domain	interpro	domain		PF17857	
IPR041677	DNA2/NAM7 helicase, helicase domain	interpro	domain		PF13086	GO:0004386
IPR041679	DNA2/NAM7 helicase-like, C-terminal	interpro	domain		PF13087	
IPR041796	DNA double-strand break repair protein Mre11, N-terminal metallophosphatase domain	interpro	domain		cd00840	
IPR041863	DNA polymerase delta subunit 2, C-terminal domain	interpro	domain		cd07387	
IPR041913	DNA polymerase delta subunit 3 superfamily	interpro	homologous_superfamily		G3DSA:3.90.1030.20	
IPR041931	Bacterial DNA polymerase III alpha subunit, thumb domain	interpro	homologous_superfamily		G3DSA:1.10.10.1600	
IPR041936	HetR, N-terminal DNA-binding domain	interpro	homologous_superfamily		G3DSA:1.10.10.1680	
IPR042073	TraM, DNA-binding domain	interpro	homologous_superfamily		G3DSA:1.10.10.450	
IPR042075	KorB DNA-binding domain	interpro	homologous_superfamily		G3DSA:1.10.10.730	
IPR042087	DNA polymerase family B, thumb domain	interpro	homologous_superfamily		G3DSA:1.10.132.60	
IPR042107	DNA-directed RNA polymerase, beta subunit, external 1 domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.150.10	
IPR042115	Primosomal protein N', 3' DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1440.60	
IPR042153	VDR, DNA-binding domain	interpro	domain		cd06955	GO:0043565
IPR042162	Chaperone protein DnaJ 13	interpro	family		PTHR44914	
IPR042174	DNA-binding RecF, domain 2	interpro	homologous_superfamily		G3DSA:1.20.1050.90	
IPR042238	DNA excision repair protein Rad28/ERCC8/Ckn1/ATCSA-1	interpro	family		PTHR46202	GO:0006283
IPR042361	Z-DNA-binding protein 1	interpro	family		PTHR14966	GO:0003677,GO:0060340
IPR042429	Swi5-dependent recombination DNA repair protein 1 homolog	interpro	family		PTHR28643	GO:0030374,GO:0000724,GO:0032798
IPR042487	RuvBL1/2, DNA/RNA binding domain	interpro	homologous_superfamily		G3DSA:2.40.50.360	
IPR042493	Bacterial type XPD DNA helicase, FeS cluster domain	interpro	homologous_superfamily		G3DSA:1.10.30.20	
IPR042511	DNA replication regulator Sld3	interpro	family		PTHR28067	GO:0006270
IPR042525	DNA repair protein Rad52/59/22 superfamily	interpro	homologous_superfamily		G3DSA:3.30.390.80	
IPR042792	Myb/SANT-like DNA-binding domain-containing protein 2	interpro	family		PTHR46933	
IPR042858	DnaJ homolog subfamily C member 8	interpro	family		PTHR15606	
IPR043031	Viral ssDNA binding protein, head domain	interpro	homologous_superfamily		G3DSA:1.20.190.40	
IPR043034	DNA polymerase alpha, subunit B, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.8.530	
IPR043043	DNA packaging protein FI, C-terminal beta-strand domain	interpro	homologous_superfamily		G3DSA:3.40.5.70	
IPR043068	Uracil DNA glycosylase inhibitor superfamily	interpro	homologous_superfamily		G3DSA:3.10.450.250	
IPR043111	JBP1, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.1440	
IPR043124	DNA terminal protein Gp3, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.1270.230	
IPR043182	Paired DNA-binding domain	interpro	domain		PS00034	GO:0003677
IPR043183	DnaJ homolog subfamily B member 2/6-like	interpro	family		PTHR45168	GO:0030544,GO:0051082,GO:0061077
IPR043361	DnaJ homolog subfamily C member 16, TRX domain	interpro	domain		cd02963	
IPR043502	DNA/RNA polymerase superfamily	interpro	homologous_superfamily		SSF56672	
IPR043522	DNA damage-induced apoptosis suppressor protein	interpro	family		PTHR35537	GO:1902230
IPR043805	Uracil-DNA glycosylase inhibitor	interpro	family		PF18880	
IPR044101	Retinoid-related orphan receptors, DNA-binding domain	interpro	domain		cd06968	GO:0043565
IPR044108	DNA (cytosine-5)-methyltransferase 3A, ADD domain	interpro	domain		cd11729	GO:0010468
IPR044125	DNA Ligase 4, adenylation domain	interpro	domain		cd07903	GO:0005524
IPR044147	Uracil DNA glycosylase family 5	interpro	domain		cd10031	GO:0004844,GO:0033958,GO:0051536,GO:0006284
IPR044298	Adenine/Thymine-DNA glycosylase	interpro	family		PTHR42944	GO:0016798,GO:0006284
IPR044632	DnaJ homolog subfamily C member 25-like	interpro	family		PTHR44176	GO:0006457
IPR044634	J-protein Zuotin/DnaJC2	interpro	family		PTHR43999	GO:0030544,GO:0043022,GO:0006450,GO:0051083
IPR044648	DNAJ protein JJJ1 homolog, plant	interpro	family		PTHR45495	
IPR044713	DnaJ homolog subfamily A member 1/2-like	interpro	family		PTHR43888	GO:0030544,GO:0006457
IPR044811	DNA glycosylase, plant	interpro	family		PTHR46213	GO:0019104,GO:0035514,GO:0141166
IPR044822	Myb/SANT-like DNA-binding domain 4	interpro	domain		PF13837	
IPR044895	Kinetochore null protein 2, Myb-like DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1900	
IPR044917	DNA-directed primase/polymerase protein	interpro	family		PTHR31399	GO:0003887,GO:0003896,GO:0042276
IPR044929	DNA/RNA non-specific endonuclease superfamily	interpro	homologous_superfamily		G3DSA:3.40.570.10	
IPR044946	Type I restriction modification DNA specificity domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.220.20	
IPR044947	Bacteriophage T4, Gp32, single-stranded DNA-binding superfamily	interpro	homologous_superfamily		G3DSA:3.90.198.10	
IPR044978	DnaJ homologue subfamily C, GRV2/DNAJC13	interpro	family		PTHR36983	GO:0007032,GO:2000641
IPR045055	DNA2/NAM7-like helicase	interpro	family		PTHR10887	
IPR045076	DNA mismatch repair MutS	interpro	family		PTHR48466,PTHR11361	GO:0005524,GO:0030983,GO:0140664,GO:0006298
IPR045085	DNA polymerase III, subunit gamma/tau, helical lid domain	interpro	domain		PF22608,cd18137	
IPR045173	DNA replication factor Cdt1	interpro	family		PTHR28637	GO:0003677,GO:0030174,GO:0071163
IPR045177	Factor of DNA methylation 1-5/IDN2	interpro	family		PTHR21596	GO:0080188
IPR045222	DNA-directed RNA polymerase II subunit Rpb4-like	interpro	family		PTHR21297	
IPR045303	HMGB9-like, ARID/BRIGHT DNA binding domain	interpro	domain		cd16872	GO:0003677
IPR045562	ATP-dependent DNA helicase RecG, domain 3, C-terminal	interpro	domain		PF19833	
IPR045576	DNA-directed RNA polymerase III subunit RPC5, C-terminal	interpro	domain		PF19725	
IPR045581	DNA-dependent protein kinase catalytic subunit, CC5	interpro	domain		PF19704	GO:0006303
IPR045802	DnaJ homologue subfamily C, GRV2/DNAJC13, N-terminal domain	interpro	domain		PF19432	
IPR045830	AraR-like, winged helix DNA-binding domain	interpro	domain		PF19368	GO:0003677
IPR045846	DNA polymerase alpha catalytic subunit, catalytic domain	interpro	domain		cd05532	GO:0003887,GO:1902975
IPR045867	DNA-directed RNA polymerase, subunit beta-prime	interpro	family		PTHR19376	GO:0003899,GO:0006351
IPR046360	T-box transcription factor, DNA-binding domain	interpro	domain		PS50252,PF00907,SM00425,PR00937	GO:0003700,GO:0045893
IPR046367	GapR-like, DNA-binding domain	interpro	domain		PF10073	GO:0003677
IPR046392	DNA primase, bacteriophage T4	interpro	family		MF_04157	GO:0003896
IPR046393	Bacteriophage T4 DnaB-like replicative helicase	interpro	family		MF_04155	GO:0003678,GO:0005524,GO:0032508
IPR046394	Bacteriophage T7 DNA helicase/primase	interpro	family		MF_04154	GO:0003678,GO:0003896,GO:0005524
IPR046395	Bacteriophage T4, Gp32, single-stranded DNA-binding	interpro	family		MF_04152	
IPR046399	DNA-directed RNA polymerase subunit Rpo7	interpro	family		MF_00865	GO:0006351,GO:0000428
IPR046787	Putative DnaT-like domain	interpro	domain		PF20557	
IPR046803	DNA-dependent protein kinase catalytic subunit, CC1/2	interpro	domain		PF20502	
IPR046804	DNA-PKcs, N-terminal	interpro	domain		PF20500	
IPR046816	MmeI-like, DNA-methyltransferase domain	interpro	domain		PF20473	
IPR046832	DNA helicase E1, DNA-binding domain, papillomavirus	interpro	domain		PF20450	GO:0003677
IPR046881	Divergent DnaB-like ATPase	interpro	domain		PF20307	
IPR046882	Small protein found in certain Dnd DNA modification systems	interpro	family		PF20306	
IPR046889	Small protein from certain CxC ATPase-based DNA modification systems	interpro	family		PF20304	
IPR046907	SH3 fold domain associated with phage DNA polymerases	interpro	domain		PF20287	
IPR046908	Divergent Family B DNA polymerase	interpro	family		PF20286	
IPR046931	DNA polymerase theta-like, helix-turn-helix domain	interpro	domain		PF20470	
IPR046935	DNA helicase E1, DNA-binding domain superfamily, papillomavirus	interpro	homologous_superfamily		G3DSA:3.40.1310.10	
IPR046938	DNA clamp superfamily	interpro	homologous_superfamily		SSF55979	
IPR046950	DNA-directed RNA polymerase, C-terminal domain, phage-type	interpro	domain		PF00940	
IPR047091	Ethylene insensitive 3-like, DNA-binding domain	interpro	domain		PF04873	GO:0003700
IPR047107	DNA-directed RNA pol I, largest subunit, C-terminal domain	interpro	domain		cd02735	
IPR047112	ATP-dependent DNA helicase RecG/Transcription-repair-coupling factor	interpro	family		PTHR47964	GO:0006281
IPR047124	Uracil-DNA glycosylase-like HI_0220.2	interpro	family		PTHR42160	
IPR047159	Retinoic acid receptor, DNA-binding domain	interpro	domain		cd06964	GO:0003700
IPR047323	DNA repair protein RAD51 homolog 4, C-terminal	interpro	domain		cd19489	
IPR047346	DNA repair protein REV1, ubiquitin-binding motif 1/2	interpro	conserved_site		cd19318	
IPR047348	DNA repair protein XRCC3-like, C-terminal	interpro	domain		cd19491	
IPR047520	DNA repair endonuclease XPF, nuclease domain	interpro	domain		cd20078	
IPR047525	DNA transformation protein TfoX-like	interpro	family		PTHR36121	
IPR047580	DNA polymerase gamma, palm domain	interpro	domain		cd08641	GO:0003887,GO:0006264
IPR047587	DNA-(apurinic or apyrimidinic site) endonuclease	interpro	family		MF_04167	GO:0003906,GO:0099015
IPR047610	Translesion DNA synthesis-associated protein ImuA	interpro	family		NF033429	
IPR047688	DNA endonuclease SmrA	interpro	family		NF033154	
IPR047783	Plasmid replication DNA-binding protein, ORF2-like	interpro	family		NF038291	
IPR047939	Adenine-specific DNA-methyltransferase PglX	interpro	family		NF033452	
IPR048045	DNA topoisomerase I, DNA-binding domain	interpro	domain		cd03488	
IPR048169	DNA damage-induced SOS-independent cell division inhibitor A-like	interpro	family		NF041580	
IPR048170	DNA damage-induced cell division inhibitor SosA-like	interpro	family		NF041581	
IPR048235	DNA distortion polypeptide 1-like	interpro	family		NF041451	
IPR048237	DNA distortion polypeptide 3-like	interpro	family		NF041452	
IPR048245	Nuclear receptor subfamily 2 group C member 1/2-like, DNA-binding domain	interpro	domain		cd06967	
IPR048293	DNA helicase PIF1/RRM3/pfh1	interpro	family		MF_03176	
IPR048448	DNA polymerase III subunit tau-like, C-terminal domain	interpro	domain		PF20964	
IPR048453	DNA primase DnaG, catalytic core, helical bundle	interpro	domain		PF21650	
IPR048459	DNA2, rift barrel domain	interpro	domain		PF21123	
IPR048466	DNA polymerase III delta subunit-like, C-terminal domain	interpro	domain		PF21694	
IPR048472	DNA polymerase III subunit alpha, C-terminal domain	interpro	domain		PF20914	
IPR048487	DnaK suppressor protein-like, N-terminal domain	interpro	domain		PF21173	
IPR048489	DnaK suppressor protein DksA, N-terminal domain	interpro	domain		PF21157	
IPR048523	Protein LANA1-like, DNA-binding domain	interpro	domain		PF21501	
IPR048566	DNA-directed RNA polymerase subunit beta', hybrid domain	interpro	domain		PF21668	
IPR048576	DNA-binding protein Rv2175c, wHTH domain	interpro	domain		PF21531	GO:0003677
IPR048591	DNA polymerase alpha-binding protein Ctf4-like, C-terminal domain	interpro	domain		PF20946	
IPR048664	SWI/SNF Subunit INI1, DNA binding domain	interpro	domain		PF21459,cd21086	
IPR048681	Intron-encoded endonuclease 1, DNA-binding domain	interpro	domain		PF20987	
IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	interpro	domain		PF21517	
IPR048708	Putative antitoxin VapB45-like, DNA-binding HTH domain	interpro	domain		PF21321	
IPR048715	CggR, N-terminal DNA binding domain	interpro	domain		PF21715	
IPR048731	DNA polymerase III subunit delta', AAA+ ATPase lid domain, gammaproteobacteria	interpro	domain		PF21500	
IPR048765	PWWP domain-containing DNA repair factor 3A/3B/4, N-terminal	interpro	domain		PF20887	
IPR048772	ATP-dependent DNA helicase Hel308-like, domain 4	interpro	domain		PF21280	
IPR048774	Bacteriophage T7 DNA helicase/primase, N-terminal	interpro	domain		PF21268	
IPR048795	PWWP domain-containing DNA repair factor 3A/3B/4, C-terminal	interpro	domain		PF20886	
IPR048868	Putative 8-oxoguanine DNA glycosylase OGG-like protein	interpro	family		PF21790	
IPR048918	Single-stranded-DNA-specific exonuclease RecJ, C-terminal domain, deinococcus	interpro	domain		PF20748	
IPR048923	Restriction endonuclease, type II, NgoFVII, C-terminal B3-like DNA-binding domain	interpro	domain		PF20731	
IPR048929	DNA-binding protein Rap1, C-terminal, S.pombe	interpro	domain		PF21411	
IPR048970	Single-stranded DNA binding protein Ssb-like, OB fold	interpro	domain		PF21473	
IPR049124	TAR DNA-binding protein 43, C-terminal	interpro	domain		PF20910	
IPR049163	DNA helicase Pif1-like, 2B domain	interpro	domain		PF21530	
IPR049260	DNA-binding protein REB1, Myb-associated domain	interpro	domain		PF21559	
IPR049331	DNA topoisomerase IB, N-terminal domain	interpro	domain		PF21338	
IPR049332	Formamidopyrimidine-DNA glycosylase-like, C-terminal domain	interpro	domain		PF21218	
IPR049333	Type II DNA topoisomerase VI subunit A, all-beta domain	interpro	domain		PF20768	
IPR049353	DNA gyrase subunit B, hook	interpro	domain		PF21249	
IPR049392	Formamidopyrimidine-DNA glycosylase, C-terminal domain	interpro	domain		PF21025	
IPR049409	ATP-dependent DNA helicase uvsW, N-terminal	interpro	domain		PF21241	
IPR049430	ATP-dependent DNA helicase uvsW, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.780.20	
IPR049432	Virion DNA-directed RNA polymerase domain	interpro	domain		PF21769	
IPR049433	Virion DNA-directed RNA polymerase, plug insertion domain	interpro	domain		PF21624	
IPR049476	Single-stranded DNA-binding protein, BPT7	interpro	domain		PF21265	
IPR049542	DNA topoisomerase 2-binding protein 1-like, BRCT0 domain	interpro	domain		PF21298	
IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	interpro	domain		cd06960	GO:0000978
IPR049688	DNA import protein CedA, archaea	interpro	family		NF041796	
IPR049689	DNA import protein CedA1, archaea	interpro	family		NF041797	
IPR049752	DNA-binding transcriptional regulator YeiE	interpro	family		NF040889	
IPR049755	DNA-binding transcriptional regulators YafC/CrgA	interpro	family		NF040888	
IPR049821	DnaE1-like, PHP domain	interpro	domain		cd07433	
IPR049893	Bvu_2165-like, IHF-HU-like DNA-binding domain	interpro	domain		cd13833,PF14848	
IPR049912	CRESS-DNA virus replication initiator protein, endonuclease domain	interpro	domain		PF02407,PF00799,PS52020	GO:0006260
IPR049936	DNA topoisomerase 2-binding protein 1, eighth BRCT domain	interpro	domain		cd17728	
IPR050004	DNA-binding protein HMf-2-like	interpro	family		NF043032	
IPR050116	DNA polymerase type-Y	interpro	family		PTHR11076	
IPR050191	ATP-dependent DNA ligase	interpro	family		PTHR45674	
IPR050206	FtsK/SpoIIIE/SftA cell division and DNA translocation	interpro	family		PTHR22683	
IPR050219	DnaG Primase	interpro	family		PTHR30313	
IPR050220	Type II DNA Topoisomerases	interpro	family		PTHR43493	
IPR050238	DNA Replication and Repair Clamp Loader Complex	interpro	family		PTHR11669	
IPR050240	DNA polymerase type-B	interpro	family		PTHR10322	
IPR050254	DNA-directed RNA polymerase, subunit beta'', eukaryote	interpro	family		PTHR34995	
IPR050326	NAD-dependent DNA ligase B	interpro	family		PTHR47810	
IPR050338	DNA integrity scanning protein DisA	interpro	family		PTHR34185	
IPR050390	DNA Cytosine-5 Methyltransferase	interpro	family		PTHR10629	
IPR050496	SNF2/RAD54 Helicase and DNA Repair	interpro	family		PTHR45629	
IPR050517	DNA Damage Response and Repair Kinase	interpro	family		PTHR11139	
IPR050535	DNA Repair and Maintenance Complex Component	interpro	family		PTHR30337	
IPR050568	Transcription/DNA replication regulator	interpro	family		PTHR10252	
IPR050615	ATP-dependent DNA Helicase	interpro	family		PTHR11274	
IPR050634	DNA Topoisomerase II	interpro	family		PTHR10169	
IPR050678	DNA Partitioning ATPase	interpro	family		PTHR13696	
IPR050699	RNA/DNA Helicase	interpro	family		PTHR12131	
IPR050817	DjlA DnaK co-chaperone	interpro	family		PTHR24074	
IPR050827	CRP1/MDG1 DNA-binding & kinase subunit	interpro	family		PTHR10343	
IPR050847	Small acid-soluble spore DNA-binding	interpro	family		PTHR36107	
IPR050853	WD repeat-containing DNA damage-binding protein	interpro	family		PTHR14773	
IPR050908	DNA gyrase inhibitor	interpro	family		PTHR40055	
IPR050953	N(4)/N(6)-adenine-specific DNA methyltransferase	interpro	family		PTHR33841	
IPR051000	Homeobox DNA-binding	interpro	family		PTHR24324	
IPR051055	PIF1 DNA helicase	interpro	family		PTHR47642	
IPR051062	DNA topoisomerase IB	interpro	family		PTHR10290	
IPR051100	DnaJ subfamily B/C chaperone co-factors	interpro	family		PTHR43908	
IPR051339	DnaJ homolog subfamily B	interpro	family		PTHR24078	
IPR051377	DNA Polymerase Epsilon Subunit	interpro	family		PTHR46172	
IPR051399	RNA-guided DNA endonucleases/Transposases	interpro	family		PTHR30405	
IPR051421	RNA Processing and DNA Damage Response Regulator	interpro	family		PTHR12786	
IPR051434	DnaJ homolog subfamily C member 5	interpro	family		PTHR44027	
IPR051456	DNA Polymerase III Delta Subunit	interpro	family		PTHR34388	
IPR051493	Chromodomain-helicase-DNA-binding	interpro	family		PTHR46850	
IPR051536	Uracil-DNA glycosylase family, Type-4/5	interpro	family		PTHR33693	
IPR051537	DNA Adenine N(4)/N(6)-Methyltransferase	interpro	family		PTHR42933	
IPR051547	Tyrosyl-DNA phosphodiesterase 2-like	interpro	family		PTHR15822	
IPR051575	Myb-like DNA-binding	interpro	family		PTHR46621	
IPR051579	DNA Damage Response and Transcriptional Regulator	interpro	family		PTHR23196	
IPR051590	DNA Replication Regulatory Kinase Subunit	interpro	family		PTHR15375	
IPR051644	TRAMP complex component and AT-rich DNA-binding protein	interpro	family		PTHR46543	
IPR051651	DMTF1 DNA-binding transcriptional regulators	interpro	family		PTHR46380	
